Number of Breast Cancer Patients with HCPCS in NCH and Outpatient by claim year																							
In order to ensure confidentiality cell sizes less than 11 are masked (#).																							
HCPCS	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018			
01380	58	37	63	73	76	101	114	112	116	121	125	119	128	119	133	117	116	131	110	120			
01382	1130	1243	1406	1535	677	388	339	236	173	146	134	115	107	69	67	65	36	38	30	20			
01390	#	#	#	#	14	12	#	#	#	#	#	#	13	#	#	#	#	#	#	#			
01392	98	88	83	117	127	118	136	140	118	122	141	143	150	138	164	174	186	200	197	226			
01400	62	63	98	137	1204	1579	1858	2044	2035	2071	1980	1901	1879	1808	1801	1602	1614	1482	1381	1266			
01402	1495	1609	1876	2350	2758	3173	3574	3694	3676	3630	3862	4122	3962	4096	4100	4032	4108	4193	4306	4318			
01404	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01420	#	12	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01430	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01432	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01440	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#	13	#	#	#			
01442	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01444	#	12	#	11	#	#	11	12	#	#	#	#	#	#	#	#	#	#	#	#			
01460	133	21	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01462	41	61	58	55	56	55	45	54	63	57	70	69	51	43	49	51	57	50	65	50			
01464	19	24	16	23	25	23	37	46	29	24	38	31	45	41	28	36	34	25	32	22			
01470	365	355	347	367	370	382	404	394	422	377	386	412	407	387	403	350	363	349	343	335			
01472	11	21	20	24	23	38	40	28	35	43	36	35	28	45	49	47	38	45	38	37			
01474	#	#	#	11	#	12	11	21	18	23	24	29	22	30	32	21	36	34	40	45			
01480	1059	1182	1335	1432	1720	1860	2016	2149	2079	2127	2224	2299	2336	2407	2409	2403	2405	2382	2259	2303			
01482	15	23	43	51	53	63	62	46	66	51	55	62	57	62	60	41	65	60	46	61			
01484	25	18	25	21	26	26	16	22	23	21	22	31	30	26	26	#	#	11	14	#			
01486	#	#	#	#	#	#	#	#	#	#	11	15	18	19	17	25	22	25	18	27			
01490	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01500	#	#	#	12	13	14	#	#	14	14	#	#	#	#	13	13	#	12	#	21			
01502	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#	#	#			
01518	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01520	15	15	24	44	65	76	82	66	57	59	56	61	60	55	59	56	61	69	64	54			
01522	#	#	#	16	11	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01600	85	23	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01610	1090	2249	2904	3232	3895	4547	4803	4961	5430	6123	6463	6826	7127	7534	7941	10006	10960	11223	11658	3420			
01620	31	43	46	59	90	87	70	79	78	87	76	84	71	86	79	79	77	75	79	84			
01622	137	179	219	278	121	93	59	57	28	34	30	26	26	23	12	27	24	23	17	17			
01623	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01630	273	300	367	371	648	851	975	995	1033	1131	1192	1232	1245	1211	1227	1160	1125	1082	1125	1095			
01632	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01634	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01636	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01638	57	60	58	75	84	139	192	188	186	201	285	276	346	375	422	498	578	659	702	725			
01642	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01650	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	13	#	#	#			
01652	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01654	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01656	#	#	#	#	#	12	18	15	#	#	#	11	12	#	#	#	#	#	13	#			
01670	#	17	18	13	11	#	11	#	#	#	#	#	#	#	#	#	#	#	#	#			
01680	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01700	28	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01710	34	35	38	46	48	62	69	68	87	99	90	105	118	108	101	120	109	93	99	97			
01712	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01714	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01716	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01730	12	15	20	17	22	24	17	26	31	28	13	20	29	14	16	16	13	13	13	13			
01732	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01740	102	115	124	143	163	163	170	170	199	198	201	220	214	216	248	230	230	237	219	216			
01742	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01744	#	#	#	#	#	32	44	55	68	55	56	57	65	58	60	64	70	64	77	61			
01756	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#	#	#	#	#			
01758	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01760	#	#	#	#	#	#	#	11	#	#	#	17	#	#	#	13	14	11	24	15			
01770	41	37	56	59	61	50	44	33	46	26	41	34	33	34	34	35	37	45	36	29			
01772	#	13	13	11	19	11	19	22	11	16	15	13	23	20	18	16	15	19	25	23			
01780	14	14	12	12	13	12	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01782	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01784	17	12	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01785	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01800	84	12	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01810	939	993	1146	1309	1598	1794	1904	2029	2053	2030	2043	2015	2106	2271	2293	2145	2168	2216	2146	2254			
01815	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01820	128	147	162	187	209	188	222	154	205	162	191	149	156	136	131	139	133	123	128	95			
01829	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01830	310	365	378	418	534	584	639	762	801	832	923	996	1027	1010	1025	1132	1085	1168	1146	1169			
01832	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01840	13	15	13	15	13	19	16	19	29	33	25	33	35	39	30	31	37	30	37	32			
01842	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01844	198	241	300	379	411	447	484	569	619	639	625	676	658	637	654	617	557	617	542	565			
01850	#	#	#	#	14	12	11	#	#	#	#	#	#	#	#	#	#	#	#	#			
01860	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01880	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01900	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01905	#	#	#	67	75	98	130	312	387	#	#	#	#	#	#	#	#	#	#	#			
01906	#	#	11	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01908	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01910	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01912	13	14	14	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01914	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01916	17	15	30	44	57	116	124	176	178	166	167	204	253	276	250	256	267	322	393	419			
01918	20	14	33	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01920	35	62	54	71	70	105	135	95	101	103	70	83	75	98	86	96	99	87	98	102			
01921	53	63	51	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01922	82	87	151	189	233	241	224	267	436	504	653	700	798	931	1073	1204	1276	1416	1536	1678			
01924	#	#	#	15	35	73	99	125	124	145	153	208	203	200	316	292	302	273	374	313			
01925	#	#	#	24	46	48	52	59	51	50	41	43	34	37	54	61	77	59	52	43			
01926	#	#	#	15	32	40	84	117	100	126	141	172	185	233	211	200	235	294	311	390			
01930	#	#	#	25	33	52	133	180	161	201	193	202	235	254	239	321	293	280	223	220			
01931	#	#	#	#	11	#	#	#	23	19	19	#	14	11	#	23	14	23	23	32			
01932	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01933	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01935	#	#	#	#	#	#	#	#	#	41	19	108	163	132	119	130	162	156	173	197			
01936	#	#	#	#	#	#	#	#	#	433	532	639	1005	1317	1550	1812	2057	2177	2318	2535			
01951	#	#	11	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01952	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#			
01953	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01960	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01961	#	#	#	18	17	24	17	22	19	#	19	#	14	#	#	#	#	#	#	#			
01962	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01963	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01964	#	#	#	22	#	14	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01965	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01966	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01967	#	#	#	12	13	17	12	14	17	#	21	#	#	16	13	#	#	#	#	#			
01968	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01990	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01991	#	#	#	#	120	139	137	157	200	227	284	242	290	251	194	173	185	221	220	257			
01992	#	#	#	#	353	575	834	991	1110	1327	1580	1594	1705	1726	1683	1820	1885	1968	1972	2082			
01995	71	81	117	140	76	72	48	97	#	#	#	#	#	#	#	#	#	#	#	#			
01996	943	1148	1126	1381	1251	1617	1605	1500	1402	1355	1366	1267	1226	1189	1070	902	751	653	580	488			
01997	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
01999	50	105	100	114	138	132	162	138	69	158	89	68	62	20	35	#	13	15	15	15			
02000	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02015	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02038	#	#	#	#	#	#	#	#	#	#	#	12	#	#	#	#	#	#	#	#			
02100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02140	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02150	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02160	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02220	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02225	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02258	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02318	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02330	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02331	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02332	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02335	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02337	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02340	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02391	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02400	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02607	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02750	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02752	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02780	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
02950	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03000	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03111	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03218	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03301	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03310	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03320	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03410	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03566	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03648	#	#	#	11	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03679	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03879	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
03992	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04044	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04232	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04253	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04260	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04263	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04264	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04266	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04267	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04322	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04340	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04341	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04365	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04447	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04695	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04857	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
04974	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05050	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05066	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05120	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05130	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05140	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05179	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05211	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05212	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05213	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05214	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05224	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05307	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05387	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05410	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05411	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05421	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05422	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05730	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05740	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05750	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05761	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
05851	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06010	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06021	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06037	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06056	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06075	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06117	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06142	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06372	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06499	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06509	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06549	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06592	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06691	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06840	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06970	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
06999	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07014	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07018	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07086	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07101	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07112	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07120	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07140	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07152	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07210	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07212	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07217	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07240	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07250	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07279	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07281	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07286	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07313	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07321	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07351	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07355	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07356	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07410	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07417	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07430	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07510	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07609	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07705	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07741	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07880	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07955	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
07980	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08120	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08165	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08307	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08309	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08341	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08528	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08539	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08730	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08940	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08942	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08966	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
08989	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09000	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09040	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09041	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09070	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09080	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09090	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09091	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09202	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09211	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09213	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09214	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09220	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09221	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09222	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09226	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09230	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09240	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09243	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09270	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09297	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09310	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09471	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09472	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09530	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09550	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09600	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09630	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09643	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09711	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09806	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09808	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09821	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09903	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09910	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09922	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09940	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09947	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09952	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09956	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09971	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09973	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09975	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09976	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09980	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09990	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
09999	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
0A322	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
0A425	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
0A428	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
0A429	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
0A464	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
0A957	#	#	#	#	#	#	#	#	#	13	#	#	#	#	#	#	#	#	#	#			
